filepath,length,log_length,pigmentation
data/roi/isopods_001.png,3.5612535612535616,1.270112606830481,0.46975239293578397
data/roi/isopods_002.png,6.20077090665326,1.8246736241042798,0.7265967129557394
data/roi/isopods_003.png,4.1478129713423835,1.4225812004747544,0.5472393629921048
data/roi/isopods_004.png,3.728841964136082,1.3160977200723045,0.4923079319098569
data/roi/isopods_005.png,3.6031506619741918,1.2818086465936724,0.5026042237901998
data/roi/isopods_006.png,3.686944863415452,1.304798164818371,0.5518451300665457
data/roi/isopods_007.png,2.220546338193397,0.7977532638922864,0.3791709435452033
data/roi/isopods_008.png,5.6142114965644385,1.725301150291076,0.6696608187134503
data/roi/isopods_009.png,4.566783978548685,1.5188092325693083,0.5485441654406569
data/roi/isopods_010.png,7.373889726830904,1.9979453453783165,0.7295995496598815
data/roi/isopods_011.png,5.069549187196246,1.6232518959369058,0.5989058946462598
data/roi/isopods_012.png,2.8490028490028494,1.0469690555162714,0.3726786907147629
data/roi/isopods_013.png,4.524886877828054,1.5095925774643841,0.5582507596776325
data/roi/isopods_014.png,6.410256410256411,1.8578992717326002,0.6811241955575638
data/roi/isopods_015.png,7.373889726830904,1.9979453453783165,0.6742332238423983
data/roi/isopods_016.png,6.15887380593263,1.817893937118901,0.7208402350109719
data/roi/isopods_017.png,6.284565108094521,1.8380966444364204,0.7147516139584877
data/roi/isopods_018.png,7.499581028992794,2.0148471561809194,0.6507233821363597
data/roi/isopods_019.png,6.284565108094521,1.8380966444364204,0.5235695873997831
data/roi/isopods_020.png,7.541478129713425,2.020418201230375,0.6882199137870115
data/roi/isopods_021.png,9.30115635997989,2.230138732212444,0.6095255453416769
data/roi/isopods_022.png,9.217362158538629,2.221088896692526,0.6023173989790562
data/roi/isopods_023.png,8.295625942684767,2.1157283810347,0.6172397668333672
data/roi/isopods_024.png,4.441092676386794,1.4909004444522316,0.5515525928096436
data/roi/isopods_025.png,2.8490028490028494,1.0469690555162714,0.532017190437819
data/roi/isopods_026.png,2.7652086475615887,1.01711609236659,0.48432338452622425
data/roi/isopods_027.png,2.7233115468409586,1.0018486202358017,0.3871812396531037
data/roi/isopods_028.png,5.279034690799397,1.6637432572916426,0.5590720284413488
data/roi/isopods_029.png,4.399195575666164,1.481421700497688,0.5744685775453671
data/roi/isopods_030.png,4.566783978548685,1.5188092325693083,0.6428710907134818
data/roi/isopods_031.png,6.368359309535781,1.8513418711864411,0.6847975924321357
data/roi/isopods_032.png,3.728841964136082,1.3160977200723045,0.449156054174247
data/roi/isopods_033.png,4.231607172783644,1.4425818671814241,0.5211735186257479
data/roi/isopods_034.png,6.577844813138931,1.8837071556884726,0.629839781602433
data/roi/isopods_035.png,3.8964303670186027,1.3600608434934205,0.5189521767502564
data/roi/isopods_036.png,5.991285403050109,1.7903059806000718,0.7097377601347288
data/roi/isopods_037.png,5.237137590078767,1.6557750876424657,0.5837652066049868
data/roi/isopods_038.png,6.954918719624603,1.9394491386967079,0.70350278983261
data/roi/isopods_039.png,5.823697000167589,1.7619352834708564,0.6948386281616956
data/roi/isopods_040.png,6.535947712418301,1.8773173575897018,0.5569326943375776
data/roi/isopods_041.png,7.290095525389644,1.9865166495546938,0.6181666944740654
data/roi/isopods_042.png,7.373889726830904,1.9979453453783165,0.6615910364145658
data/roi/isopods_043.png,8.002346237640356,2.0797347783867948,0.6587863857586864
data/roi/isopods_044.png,8.337523043405398,2.120766175064657,0.7612250611898376
data/roi/isopods_045.png,8.882185352773588,2.184047625012177,0.7761552828129602
data/roi/isopods_046.png,8.547008547008547,2.145581344184381,0.6770343342701708
data/roi/isopods_047.png,2.220546338193397,0.7977532638922864,0.28841870402934555
data/roi/isopods_048.png,3.10038545332663,1.1315264435443344,0.3781178596099687
data/roi/isopods_049.png,6.368359309535781,1.8513418711864411,0.7312719776888565
data/roi/isopods_050.png,3.1422825540472603,1.144949463876475,0.5585273692810458
data/roi/isopods_051.png,3.8126361655773424,1.3383208568570146,0.6304077636843449
data/roi/isopods_052.png,8.295625942684767,2.1157283810347,0.7133265944958915
data/roi/isopods_053.png,4.566783978548685,1.5188092325693083,0.5508199712610906
data/roi/isopods_054.png,4.566783978548685,1.5188092325693083,0.5429629117608658
data/roi/isopods_055.png,3.8545332662979725,1.349249927389205,0.5882686786405823
data/roi/isopods_056.png,8.379420144126026,2.125778716888201,0.6650656843934155
data/roi/isopods_057.png,6.03318250377074,1.7972746499161654,0.6821439156410376
data/roi/isopods_058.png,6.20077090665326,1.8246736241042798,0.6163397485356604
